Paper,Lat,Long,Study,Site,Pathway,Mean_rate,errorbar_values,error_reported,sample_size,Wetland_type_reported,Wetland_type,Inc_temp,Inc_length_days,Depth_cm,Depth_representative,Salinity_ppt,Salinity_cat,dom_veg,method,labeled_substrate,subpathway,Potential
An et al 2024,31_29N ,121_57E,13,29,Anaerobic methane oxidation,0.015,0.0093,SD,3,coastal wetland,Marsh,30,1,0-5,2.5,1.15,low,Phragmites australis,"13C tracer, soil slurry",SO4,Sulfate-dependent,YES
An et al 2024,31_29N ,121_57E,13,30,Anaerobic methane oxidation,0.04,0.005,SD,3,coastal wetland,Marsh,30,1,0-5,2.5,1.3,low,Spartina mariqueter,"13C tracer, soil slurry",Mn,Manganese-dependent,YES
An et al 2024,31_29N ,121_57E,13,30,Anaerobic methane oxidation,0.04,0.005,SD,3,coastal wetland,Marsh,30,1,0-5,2.5,1.3,low,Spartina mariqueter,"13C tracer, soil slurry",Humic acids,Humic acid-dependent,YES
An et al 2024,31_29N ,121_57E,13,30,Anaerobic methane oxidation,0.04,0.008,SD,3,coastal wetland,Marsh,30,1,0-5,2.5,1.3,low,Spartina mariqueter,"13C tracer, soil slurry",Fe,Iron-dependent,YES
An et al 2024,31_29N ,121_57E,13,30,Anaerobic methane oxidation,0.025,0.005,SD,3,coastal wetland,Marsh,30,1,0-5,2.5,1.3,low,Spartina mariqueter,"13C tracer, soil slurry",NO2,Nitrite-dependent,YES
An et al 2024,31_29N ,121_57E,13,30,Anaerobic methane oxidation,0.055,0.005,SD,3,coastal wetland,Marsh,30,1,0-5,2.5,1.3,low,Spartina mariqueter,"13C tracer, soil slurry",NO3,Nitrate-dependent,YES
An et al 2024,31_29N ,121_57E,13,30,Anaerobic methane oxidation,0.1,0.008,SD,3,coastal wetland,Marsh,30,1,0-5,2.5,1.3,low,Spartina mariqueter,"13C tracer, soil slurry",SO4,Sulfate-dependent,YES
An et al 2024,31_29N ,121_57E,13,31,Anaerobic methane oxidation,0.075,0.005,SD,3,coastal wetland,Marsh,30,1,0-5,2.5,1.45,low,Spartina alterniflora,"13C tracer, soil slurry",Mn,Manganese-dependent,YES
An et al 2024,31_29N ,121_57E,13,31,Anaerobic methane oxidation,0.07,0.005,SD,3,coastal wetland,Marsh,30,1,0-5,2.5,1.45,low,Spartina alterniflora,"13C tracer, soil slurry",Humic acids,Humic acid-dependent,YES
An et al 2024,31_29N ,121_57E,13,31,Anaerobic methane oxidation,0.05,0.007,SD,3,coastal wetland,Marsh,30,1,0-5,2.5,1.45,low,Spartina alterniflora,"13C tracer, soil slurry",Fe,Iron-dependent,YES
An et al 2024,31_29N ,121_57E,13,31,Anaerobic methane oxidation,0.05,0.005,SD,3,coastal wetland,Marsh,30,1,0-5,2.5,1.45,low,Spartina alterniflora,"13C tracer, soil slurry",NO2,Nitrite-dependent,YES
An et al 2024,31_29N ,121_57E,13,31,Anaerobic methane oxidation,0.055,0.005,SD,3,coastal wetland,Marsh,30,1,0-5,2.5,1.45,low,Spartina alterniflora,"13C tracer, soil slurry",NO3,Nitrate-dependent,YES
An et al 2024,31_29N ,121_57E,13,31,Anaerobic methane oxidation,0.125,0.007,SD,3,coastal wetland,Marsh,30,1,0-5,2.5,1.45,low,Spartina alterniflora,"13C tracer, soil slurry",SO4,Sulfate-dependent,YES
Barney et al 2024,47_30.476N,93_27.162W,14,32,Anaerobic methane oxidation,0.05,NA,NA,10,Bog,Bog,15,8,20-30,25,NA,low,Sphagnum sp.,"13C tracer, non-slurried incubation",NA,NA,YES
Barney et al 2024,47_30.476N,93_27.162W,14,32,Anaerobic methane oxidation,0.06,NA,NA,10,Bog,Bog,15,8,40-50,45,NA,low,Sphagnum sp.,"13C tracer, non-slurried incubation",NA,NA,YES
Barney et al 2024,47_30.476N,93_27.162W,14,32,Anaerobic methane oxidation,0.01,NA,NA,10,Bog,Bog,13,8,50-75,62.5,NA,low,Sphagnum sp.,"13C tracer, non-slurried incubation",NA,NA,YES
Barney et al 2024,47_30.476N,93_27.162W,14,32,Anaerobic methane oxidation,0.0001,NA,NA,10,Bog,Bog,13,8,100-125,112.5,NA,low,Sphagnum sp.,"13C tracer, non-slurried incubation",NA,NA,YES
Barney et al 2024,47_30.476N,93_27.162W,14,32,Anaerobic methane oxidation,0.0001,NA,NA,10,Bog,Bog,11,8,175-200,187.5,NA,low,Sphagnum sp.,"13C tracer, non-slurried incubation",NA,NA,YES
Liu et al 2024,28_07N,120_58E,15,33,Anaerobic methane oxidation,0.0017,NA,NA,3,coastal wetland,Marsh,22,30,0-10,5,0.0081297,low,Spartina alterniflora,soil slurry,NO3,Nitrate-dependent,YES
Liu et al 2024,28_07N,120_58E,15,33,Anaerobic methane oxidation,0.0003,NA,NA,3,coastal wetland,Marsh,22,30,20-Oct,15,0.0081297,low,Spartina alterniflora,soil slurry,NO3,Nitrate-dependent,YES
Liu et al 2024,28_07N,120_58E,15,33,Anaerobic methane oxidation,0.0008,NA,NA,3,coastal wetland,Marsh,22,30,30-40,35,0.0081297,low,Spartina alterniflora,soil slurry,NO3,Nitrate-dependent,YES
Liu et al 2024,30_21N,122_11E,15,34,Anaerobic methane oxidation,0.0007,NA,NA,3,coastal wetland,Marsh,22,30,0-10,5,0.00045165,low,Spartina alterniflora,soil slurry,NO3,Nitrate-dependent,YES
Liu et al 2024,30_21N,122_11E,15,34,Anaerobic methane oxidation,0.0006,NA,NA,3,coastal wetland,Marsh,22,30,20-Oct,15,0.00045165,low,Spartina alterniflora,soil slurry,NO3,Nitrate-dependent,YES
Liu et al 2024,30_21N,122_11E,15,34,Anaerobic methane oxidation,0.0001,NA,NA,3,coastal wetland,Marsh,22,30,30-40,35,0.00045165,low,Spartina alterniflora,soil slurry,NO3,Nitrate-dependent,YES
Liu et al 2024,24_30N,117_47N,15,35,Anaerobic methane oxidation,0.0017,NA,NA,3,coastal wetland,Marsh,22,30,0-10,5,0.0072264,low,Spartina alterniflora,soil slurry,NO3,Nitrate-dependent,YES
Liu et al 2024,24_30N,117_47N,15,35,Anaerobic methane oxidation,0.0006,NA,NA,3,coastal wetland,Marsh,22,30,20-Oct,15,0.0072264,low,Spartina alterniflora,soil slurry,NO3,Nitrate-dependent,YES
Liu et al 2024,24_30N,117_47N,15,35,Anaerobic methane oxidation,0.0014,NA,NA,3,coastal wetland,Marsh,22,30,30-40,35,0.0072264,low,Spartina alterniflora,soil slurry,NO3,Nitrate-dependent,YES
Liu et al 2024,21_12.8N,110_32.3N,15,36,Anaerobic methane oxidation,0.0009,NA,NA,3,coastal wetland,Marsh,22,30,0-10,5,0.0144528,low,Spartina alterniflora,soil slurry,NO3,Nitrate-dependent,YES
Liu et al 2024,21_12.8N,110_32.3N,15,36,Anaerobic methane oxidation,0.0015,NA,NA,3,coastal wetland,Marsh,22,30,20-Oct,15,0.0144528,low,Spartina alterniflora,soil slurry,NO3,Nitrate-dependent,YES
Liu et al 2024,21_12.8N,110_32.3N,15,36,Anaerobic methane oxidation,0.0016,NA,NA,3,coastal wetland,Marsh,22,30,30-40,35,0.0144528,low,Spartina alterniflora,soil slurry,NO3,Nitrate-dependent,YES
Valenzuela et al 2020,21_9.43N,90_3.15W,17,40,Anaerobic methane oxidation,1.3,0.1,SE,3,coastal wetland,Marsh,28,9,0-15,7.5,NA,NA,NA,"13C tracer, soil slurry",NA,NA,YES
Shi et al 2017,42_20.93N,126_22.85E,18,41,Anaerobic methane oxidation,2.22072,NA,NA,4,rice paddy field,Paddy,18,0.0417,50-60,55,NA,NA,Oryza sp.,"13C tracer, soil slurry",NO3,Nitrate-dependent,YES
Shi et al 2017,42_20.93N,126_22.85E,18,41,Anaerobic methane oxidation,0.53712,NA,NA,4,rice paddy field,Paddy,18,0.0417,50-60,55,NA,NA,Oryza sp.,"13C tracer, soil slurry",NA,NA,YES
Shi et al 2017,42_20.93N,126_22.85E,18,42,Anaerobic methane oxidation,1.67976,NA,NA,4,Fen,Fen,18,0.0417,50-60,55,NA,low,NA,"13C tracer, soil slurry",NO3,Nitrate-dependent,YES
Shi et al 2017,42_20.93N,126_22.85E,18,42,Anaerobic methane oxidation,0.7044,NA,NA,4,Fen,Fen,18,0.0417,50-60,55,NA,low,NA,"13C tracer, soil slurry",NA,NA,YES
Zhang et al 2020,31_29.9N, 121_56.0E,19,43,Anaerobic methane oxidation,0.002,0.0005,SD,3,coastal wetland,Marsh,NA,120,0-100,50,NA,NA,Bare mudflat,"13C tracer, soil slurry",NA,NA,YES
Zhang et al 2020,31_29.9N, 121_56.0E,19,43,Anaerobic methane oxidation,0.0018,0.0001,SD,3,coastal wetland,Marsh,NA,120,0-100,50,NA,NA,Bare mudflat,"13C tracer, soil slurry",NO3,Nitrate-dependent,YES
Zhang et al 2020,31_29.9N, 121_56.0E,19,43,Anaerobic methane oxidation,0.0012,0.00025,SD,3,coastal wetland,Marsh,NA,120,0-100,50,NA,NA,Bare mudflat,"13C tracer, soil slurry",NO2,Nitrite-dependent,YES
Zhang et al 2020,31_29.9N, 121_56.0E,19,43,Anaerobic methane oxidation,0.001,0.00025,SD,3,coastal wetland,Marsh,NA,120,0-100,50,NA,NA,Bare mudflat,"13C tracer, soil slurry",NH4,Annamox,YES
Zhang et al 2020,31_29.9N, 121_56.0E,19,43,Anaerobic methane oxidation,0.0025,0.00025,SD,3,coastal wetland,Marsh,NA,120,0-100,50,NA,NA,Bare mudflat,"13C tracer, soil slurry",SO4,Sulfate-dependent,YES
Zhang et al 2020,31_29.9N, 121_56.0E,19,44,Anaerobic methane oxidation,0.0012,0.00025,SD,3,coastal wetland,Marsh,NA,120,0-100,50,NA,NA,Unidentified reed,"13C tracer, soil slurry",NA,NA,YES
Zhang et al 2020,31_29.9N, 121_56.0E,19,44,Anaerobic methane oxidation,0.0008,0.0001,SD,3,coastal wetland,Marsh,NA,120,0-100,50,NA,NA,Unidentified reed,"13C tracer, soil slurry",NO3,Nitrate-dependent,YES
Zhang et al 2020,31_29.9N, 121_56.0E,19,44,Anaerobic methane oxidation,0.0005,0.0001,SD,3,coastal wetland,Marsh,NA,120,0-100,50,NA,NA,Unidentified reed,"13C tracer, soil slurry",NO2,Nitrite-dependent,YES
Zhang et al 2020,31_29.9N, 121_56.0E,19,44,Anaerobic methane oxidation,0.0005,0.0001,SD,3,coastal wetland,Marsh,NA,120,0-100,50,NA,NA,Unidentified reed,"13C tracer, soil slurry",NH4,Annamox,YES
Zhang et al 2020,31_29.9N, 121_56.0E,19,44,Anaerobic methane oxidation,0.0025,0.00025,SD,3,coastal wetland,Marsh,NA,120,0-100,50,NA,NA,Unidentified reed,"13C tracer, soil slurry",SO4,Sulfate-dependent,YES
Blazewicz et al 2012,18_18N,65_48S,1,1,Methanogenesis ,0.351,0.069,SE,4,wet tropical forest,Swamp,25,80,0-15,7.5,NA,NA,Cyrilla racemiflora,"13C tracer, soil slurry",NA,NA,NO
Blazewicz et al 2012,64_48N,147_54W,1,2,Methanogenesis ,7.858,0.423,SE,5,Fen,Fen,25,80,0-15,7.5,NA,low,NA,"13C tracer, soil slurry",NA,NA,NO
Holmes et al 2014,26_17.27N, 80_24.67W,2,3,Methanogenesis ,0.6,NA,NA,3,Subtropical wetland,Marsh,23,35,NA,NA,NA,NA,Caladium jamaicense,soil slurry ,Acetate,Acetoclastic,NO
Holmes et al 2014,26_19.02N,80_23.10W,2,4,Methanogenesis ,2.3,NA,NA,3,Subtropical wetland,Marsh,23,25,NA,NA,NA,NA,NA,soil slurry ,Acetate,Acetoclastic,NO
Holmes et al 2014,26_21.59N,80_22.20W,2,5,Methanogenesis ,1.9,NA,NA,3,Subtropical wetland,Marsh,23,25,NA,NA,NA,NA,Typha sp.,soil slurry ,Acetate,Acetoclastic,NO
Holmes et al 2014,26_17.27N, 80_24.67W,2,3,Methanogenesis ,0.2,NA,NA,3,Subtropical wetland,Marsh,23,35,NA,NA,NA,NA,Caladium jamaicense,soil slurry ,H2/CO2,Hydrogenotrophic,NO
Holmes et al 2014,26_19.02N,80_23.10W,2,4,Methanogenesis ,0.8,NA,NA,3,Subtropical wetland,Marsh,23,25,NA,NA,NA,NA,NA,soil slurry ,H2/CO2,Hydrogenotrophic,NO
Holmes et al 2014,26_21.59N,80_22.20W,2,5,Methanogenesis ,1.8,NA,NA,3,Subtropical wetland,Marsh,23,25,NA,NA,NA,NA,Typha sp.,soil slurry ,H2/CO2,Hydrogenotrophic,NO
Holmes et al 2014,26_17.27N, 80_24.67W,2,3,Methanogenesis ,0.8,NA,NA,3,Subtropical wetland,Marsh,23,35,NA,NA,NA,NA,Caladium jamaicense,soil slurry ,NA,NA,NO
Holmes et al 2014,26_19.02N,80_23.10W,2,4,Methanogenesis ,3.1,NA,NA,3,Subtropical wetland,Marsh,23,25,NA,NA,NA,NA,NA,soil slurry ,NA,NA,NO
Holmes et al 2014,26_21.59N,80_22.20W,2,5,Methanogenesis ,3.7,NA,NA,3,Subtropical wetland,Marsh,23,25,NA,NA,NA,NA,Typha sp.,soil slurry ,NA,NA,NO
Zalman et al 2018,47_30.304N,93_29.339W,3,6,Methanogenesis ,4.23,0.385,SE,3,Fen,Fen,18,13,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,NA,NA,NO
Zalman et al 2018,47_30.304N,93_29.339W,3,6,Methanogenesis ,4.07,0.385,SE,3,Fen,Fen,18,13,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,Acetate,Acetoclastic,YES
Zalman et al 2018,47_30.304N,93_29.339W,3,6,Methanogenesis ,4.61,0.385,SE,3,Fen,Fen,18,13,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,H2/CO2,Hydrogenotrophic,YES
Zalman et al 2018,47_30.304N,93_29.339W,3,6,Methanogenesis ,4.07,0.769,SE,3,Fen,Fen,18,13,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,Methanol,Methylotrophic ,YES
Zalman et al 2018,47_30.304N,93_29.339W,3,6,Methanogenesis ,4.09,0.769,SE,3,Fen,Fen,18,13,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,monomethylamine,Methylotrophic ,YES
Zalman et al 2018,47_30.304N,93_29.339W,3,6,Methanogenesis ,3.84,0.385,SE,3,Fen,Fen,18,13,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,dimethylsulfide,Methylotrophic ,YES
Zalman et al 2018,47_30.388N,93_27.256W,3,7,Methanogenesis ,1.52,0.435,SE,3,Bog,Bog,18,23,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,NA,NA,NO
Zalman et al 2018,47_30.388N,93_27.256W,3,7,Methanogenesis ,1.74,0.435,SE,3,Bog,Bog,18,23,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,Acetate,Acetoclastic,YES
Zalman et al 2018,47_30.388N,93_27.256W,3,7,Methanogenesis ,2.17,0.87,SE,3,Bog,Bog,18,23,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,H2/CO2,Hydrogenotrophic,YES
Zalman et al 2018,47_30.388N,93_27.256W,3,7,Methanogenesis ,1.72,0.217,SE,3,Bog,Bog,18,23,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,Methanol,Methylotrophic ,YES
Zalman et al 2018,47_30.388N,93_27.256W,3,7,Methanogenesis ,2.17,0.109,SE,3,Bog,Bog,18,23,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,monomethylamine,Methylotrophic ,YES
Zalman et al 2018,47_30.388N,93_27.256W,3,7,Methanogenesis ,2.17,0.13,SE,3,Bog,Bog,18,23,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,dimethylsulfide,Methylotrophic ,YES
Zalman et al 2018,47_10.745N,92_42.877W,3,8,Methanogenesis ,0.58,0.032,SE,3,Bog,Bog,18,77,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,NA,NA,NO
Zalman et al 2018,47_10.745N,92_42.877W,3,8,Methanogenesis ,0.65,0.13,SE,3,Bog,Bog,18,77,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,Acetate,Acetoclastic,YES
Zalman et al 2018,47_10.745N,92_42.877W,3,8,Methanogenesis ,0.45,0.006,SE,3,Bog,Bog,18,77,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,H2/CO2,Hydrogenotrophic,YES
Zalman et al 2018,47_10.745N,92_42.877W,3,8,Methanogenesis ,0.58,0.013,SE,3,Bog,Bog,18,77,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,Methanol,Methylotrophic ,YES
Zalman et al 2018,47_10.745N,92_42.877W,3,8,Methanogenesis ,0.58,0.006,SE,3,Bog,Bog,18,77,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,monomethylamine,Methylotrophic ,YES
Zalman et al 2018,47_10.745N,92_42.877W,3,8,Methanogenesis ,0.58,0.13,SE,3,Bog,Bog,18,77,0-25,12.5,NA,low,Sphagnum sp.,soil slurry ,dimethylsulfide,Methylotrophic ,YES
Blake et al 2015,78_50N,11_30E,4,9,Methanogenesis ,3.5,3.5,SE,3,Arctic wetland,Marsh,5,7,0,0,0.007,low,NA,non-slurried incubation,NA,NA,NO
Blake et al 2015,78_50N,11_30E,4,9,Methanogenesis ,4.2,2,SE,3,Arctic wetland,Marsh,20,7,0,0,0.007,low,NA,non-slurried incubation,NA,NA,NO
Blake et al 2015,78_50N,11_30E,4,9,Methanogenesis ,4.4,2,SE,3,Arctic wetland,Marsh,30,7,0,0,0.007,low,NA,non-slurried incubation,NA,NA,NO
Blake et al 2015,78_50N,11_30E,4,9,Methanogenesis ,2,1.5,SE,3,Arctic wetland,Marsh,40,7,0,0,0.007,low,NA,non-slurried incubation,NA,NA,NO
Blake et al 2015,78_50N,11_30E,4,9,Methanogenesis ,3.9,NA,SE,3,Arctic wetland,Marsh,5,7,0,0,0.007,low,NA,non-slurried incubation,Acetate,Acetoclastic,YES
Blake et al 2015,78_50N,11_30E,4,9,Methanogenesis ,3.9,1,SE,3,Arctic wetland,Marsh,20,7,0,0,0.007,low,NA,non-slurried incubation,Acetate,Acetoclastic,YES
Blake et al 2015,78_50N,11_30E,4,9,Methanogenesis ,5.1,0.75,SE,3,Arctic wetland,Marsh,30,7,0,0,0.007,low,NA,non-slurried incubation,Acetate,Acetoclastic,YES
Blake et al 2015,78_50N,11_30E,4,9,Methanogenesis ,3.5,0.25,SE,3,Arctic wetland,Marsh,40,7,0,0,0.007,low,NA,non-slurried incubation,Acetate,Acetoclastic,YES
Blake et al 2015,78_50N,11_30E,4,9,Methanogenesis ,1.7,1,SE,3,Arctic wetland,Marsh,5,7,0,0,0.007,low,NA,non-slurried incubation,Methanol,Methylotrophic ,YES
Blake et al 2015,78_50N,11_30E,4,9,Methanogenesis ,1.8,1.5,SE,3,Arctic wetland,Marsh,20,7,0,0,0.007,low,NA,non-slurried incubation,Methanol,Methylotrophic ,YES
Blake et al 2015,78_50N,11_30E,4,9,Methanogenesis ,1,NA,SE,3,Arctic wetland,Marsh,30,7,0,0,0.007,low,NA,non-slurried incubation,Methanol,Methylotrophic ,YES
Blake et al 2015,78_50N,11_30E,4,9,Methanogenesis ,0.8,NA,SE,3,Arctic wetland,Marsh,40,7,0,0,0.007,low,NA,non-slurried incubation,Methanol,Methylotrophic ,YES
Blake et al 2015,78_50N,11_30E,4,9,Methanogenesis ,3.9,0.75,SE,3,Arctic wetland,Marsh,5,7,0,0,0.007,low,NA,non-slurried incubation,H2/CO2,Hydrogenotrophic,YES
Blake et al 2015,78_50N,11_30E,4,9,Methanogenesis ,6.2,1.75,SE,3,Arctic wetland,Marsh,20,7,0,0,0.007,low,NA,non-slurried incubation,H2/CO2,Hydrogenotrophic,YES
Blake et al 2015,78_50N,11_30E,4,9,Methanogenesis ,10,1,SE,3,Arctic wetland,Marsh,30,7,0,0,0.007,low,NA,non-slurried incubation,H2/CO2,Hydrogenotrophic,YES
Blake et al 2015,78_50N,11_30E,4,9,Methanogenesis ,6.2,0.75,SE,3,Arctic wetland,Marsh,40,7,0,0,0.007,low,NA,non-slurried incubation,H2/CO2,Hydrogenotrophic,YES
Hanna et al 2020,47_30.304N,93_29.339W,5,10,Methanogenesis ,5.2,1.1,SE,3,Fen,Fen,18,7,12.5,12.5,NA,low,Sphagnum sp.,"13C tracer, soil slurry",NA,NA,NO
Hanna et al 2020,47_30.304N,93_29.339W,5,10,Methanogenesis ,1.66,0.49,SE,3,Fen,Fen,18,7,37.5,37.5,NA,low,Sphagnum sp.,"13C tracer, soil slurry",NA,NA,NO
Hanna et al 2020,47_30.304N,93_29.339W,5,10,Methanogenesis ,0.26,0.04,SE,3,Fen,Fen,18,7,75,75,NA,low,Sphagnum sp.,"13C tracer, soil slurry",NA,NA,NO
Hanna et al 2020,47_30.304N,93_29.339W,5,10,Methanogenesis ,0.13,0.01,SE,3,Fen,Fen,18,7,125,125,NA,low,Sphagnum sp.,"13C tracer, soil slurry",NA,NA,NO
Hanna et al 2020,47_30.304N,93_29.339W,5,10,Methanogenesis ,0.04,0.01,SE,3,Fen,Fen,18,7,175,175,NA,low,Sphagnum sp.,"13C tracer, soil slurry",NA,NA,NO
Hanna et al 2020,47_30.388N,93_27.256W,5,11,Methanogenesis ,2.88,0.22,SE,3,Bog,Bog,18,7,12.5,12.5,NA,low,Sphagnum sp.,"13C tracer, soil slurry",NA,NA,NO
Hanna et al 2020,47_30.388N,93_27.256W,5,11,Methanogenesis ,0.46,0.04,SE,3,Bog,Bog,18,7,37.5,37.5,NA,low,Sphagnum sp.,"13C tracer, soil slurry",NA,NA,NO
Hanna et al 2020,47_30.388N,93_27.256W,5,11,Methanogenesis ,0.07,0,SE,3,Bog,Bog,18,7,75,75,NA,low,Sphagnum sp.,"13C tracer, soil slurry",NA,NA,NO
Hanna et al 2020,47_30.388N,93_27.256W,5,11,Methanogenesis ,0.13,0.01,SE,3,Bog,Bog,18,7,125,125,NA,low,Sphagnum sp.,"13C tracer, soil slurry",NA,NA,NO
Hanna et al 2020,47_30.388N,93_27.256W,5,11,Methanogenesis ,0.03,0.01,SE,3,Bog,Bog,18,7,175,175,NA,low,Sphagnum sp.,"13C tracer, soil slurry",NA,NA,NO
Hanna et al 2020,47_10.745N,92_42.877W,5,12,Methanogenesis ,0.4,0.1,SE,3,Bog,Bog,18,7,12.5,12.5,NA,low,Sphagnum sp.,"13C tracer, soil slurry",NA,NA,NO
Hanna et al 2020,47_10.745N,92_42.877W,5,12,Methanogenesis ,0.61,0.13,SE,3,Bog,Bog,18,7,37.5,37.5,NA,low,Sphagnum sp.,"13C tracer, soil slurry",NA,NA,NO
Hanna et al 2020,47_10.745N,92_42.877W,5,12,Methanogenesis ,0.21,0,SE,3,Bog,Bog,18,7,75,75,NA,low,Sphagnum sp.,"13C tracer, soil slurry",NA,NA,NO
Hanna et al 2020,47_10.745N,92_42.877W,5,12,Methanogenesis ,0.01,0,SE,3,Bog,Bog,18,7,125,125,NA,low,Sphagnum sp.,"13C tracer, soil slurry",NA,NA,NO
Hanna et al 2020,47_10.745N,92_42.877W,5,12,Methanogenesis ,0.03,0,SE,3,Bog,Bog,18,7,175,175,NA,low,Sphagnum sp.,"13C tracer, soil slurry",NA,NA,NO
Megonigal & Schlesinger 2002,34_44.94N,77_6.77W,7,15,Methanogenesis ,0.04314,0.0235,SE,5,tidal freshwater swamp,Swamp,22,3,0-5,2.5,NA,NA,Fraxinus caroliniana,shaken soil slurry ,NA,NA,NO
Megonigal & Schlesinger 2002,34_44.94N,77_6.77W,7,15,Methanogenesis ,0.0332,0.01395,SE,5,tidal freshwater swamp,Swamp,22,3,10-May,7.5,NA,NA,Fraxinus caroliniana,shaken soil slurry ,NA,NA,NO
Megonigal & Schlesinger 2002,34_44.94N,77_6.77W,7,15,Methanogenesis ,0.01274,0.0035,SE,5,tidal freshwater swamp,Swamp,22,3,20-Oct,15,NA,NA,Fraxinus caroliniana,shaken soil slurry ,NA,NA,NO
Megonigal & Schlesinger 2002,34_44.94N,77_6.77W,7,15,Methanogenesis ,0.00385,0.00092,SE,5,tidal freshwater swamp,Swamp,22,3,20-30,25,NA,NA,Fraxinus caroliniana,shaken soil slurry ,NA,NA,NO
Megonigal & Schlesinger 2002,34_44.94N,77_6.77W,7,16,Methanogenesis ,0.01361,0.00471,SE,5,tidal freshwater swamp,Swamp,22,3,0-5,2.5,NA,NA,Fraxinus caroliniana,shaken soil slurry ,NA,NA,NO
Megonigal & Schlesinger 2002,34_44.94N,77_6.77W,7,16,Methanogenesis ,0.00419,0.00121,SE,5,tidal freshwater swamp,Swamp,22,3,10-May,7.5,NA,NA,Fraxinus caroliniana,shaken soil slurry ,NA,NA,NO
Megonigal & Schlesinger 2002,34_44.94N,77_6.77W,7,16,Methanogenesis ,0.03781,0.02803,SE,5,tidal freshwater swamp,Swamp,22,3,20-Oct,15,NA,NA,Fraxinus caroliniana,shaken soil slurry ,NA,NA,NO
Megonigal & Schlesinger 2002,34_44.94N,77_6.77W,7,16,Methanogenesis ,0.01851,0.01072,SE,5,tidal freshwater swamp,Swamp,22,3,20-30,25,NA,NA,Fraxinus caroliniana,shaken soil slurry ,NA,NA,NO
An et al 2024,31_29N ,121_57E,13,28,Methanogenesis ,0.0018,0.000075,SD,3,coastal wetland,Marsh,30,4,0-5,2.5,0.6,low,Bare mudflat,soil slurry ,NA,NA,NO
An et al 2024,31_29N ,121_57E,13,29,Methanogenesis ,0.0013,0.0003,SD,3,coastal wetland,Marsh,30,4,0-5,2.5,1.15,low,Phragmites australis,soil slurry ,NA,NA,NO
An et al 2024,31_29N ,121_57E,13,30,Methanogenesis ,0.0015,0.0001,SD,3,coastal wetland,Marsh,30,4,0-5,2.5,1.3,low,Spartina mariqueter,soil slurry ,NA,NA,NO
An et al 2024,31_29N ,121_57E,13,31,Methanogenesis ,0.0017,0.0002,SD,3,coastal wetland,Marsh,30,4,0-5,2.5,1.45,low,Spartina alterniflora,soil slurry ,NA,NA,NO
Barney et al 2024,47_30.476N,93_27.162W,14,32,Methanogenesis ,1,NA,NA,10,Bog,Bog,15,8,20-30,25,NA,low,Sphagnum sp.,"13C tracer, non-slurried incubation",NA,NA,NO
Barney et al 2024,47_30.476N,93_27.162W,14,32,Methanogenesis ,0.4,NA,NA,10,Bog,Bog,15,8,40-50,45,NA,low,Sphagnum sp.,"13C tracer, non-slurried incubation",NA,NA,NO
Barney et al 2024,47_30.476N,93_27.162W,14,32,Methanogenesis ,0.25,NA,NA,10,Bog,Bog,13,8,50-75,62.5,NA,low,Sphagnum sp.,"13C tracer, non-slurried incubation",NA,NA,NO
Barney et al 2024,47_30.476N,93_27.162W,14,32,Methanogenesis ,0.4,NA,NA,10,Bog,Bog,13,8,100-125,112.5,NA,low,Sphagnum sp.,"13C tracer, non-slurried incubation",NA,NA,NO
Barney et al 2024,47_30.476N,93_27.162W,14,32,Methanogenesis ,0.27,NA,NA,10,Bog,Bog,11,8,175-200,187.5,NA,low,Sphagnum sp.,"13C tracer, non-slurried incubation",NA,NA,NO
Sabrekov et al 2024,60_53.51N,68_40.62E,16,37,Methanogenesis ,3.6,NA,NA,3,Bog,Bog,15,60,15-20,17.5,0.00144528,low,Sphagnum sp.,shaken soil slurry ,NA,NA,NO
Sabrekov et al 2024,60_53.51N,68_40.62E,16,37,Methanogenesis ,0.276,NA,NA,3,Bog,Bog,10,60,40-50,45,0.00144528,low,Sphagnum sp.,shaken soil slurry ,NA,NA,NO
Sabrekov et al 2024,60_53.51N,68_40.62E,16,37,Methanogenesis ,0.0432,NA,NA,3,Bog,Bog,5,150,100,100,0.00072264,low,Sphagnum sp.,shaken soil slurry ,NA,NA,NO
Sabrekov et al 2024,60_53.51N,68_40.62E,16,37,Methanogenesis ,0.036,NA,NA,3,Bog,Bog,5,150,200,200,0.00144528,low,Sphagnum sp.,shaken soil slurry ,NA,NA,NO
